prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country,latitude,longitude,prize_age
1918,Physics,The Nobel Prize in Physics 1918,"""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta""",1月1日,23,Individual,Max Karl Ernst Ludwig Planck,1858-04-23,Kiel,Schleswig (Germany),Male,Berlin University,Berlin,Germany,1947/10/4,Göttingen,West Germany (Germany),54.3233,10.1394,60
1919,Literature,The Nobel Prize in Literature 1919,"""in special appreciation of his epic, <I>Olympian Spring</I>""",1月1日,588,Individual,Carl Friedrich Georg Spitteler,1845-04-24,Liestal,Switzerland,Male,NA,NA,NA,1924/12/29,Lucerne,Switzerland,47.4667,7.7333,74
1919,Medicine,The Nobel Prize in Physiology or Medicine 1919,"""for his discoveries relating to immunity""",1月1日,309,Individual,Jules Bordet,1870-06-13,Soignies,Belgium,Male,Brussels University,Brussels,Belgium,1961/4/6,Brussels,Belgium,50.5667,4.0667,49
1919,Peace,The Nobel Peace Prize 1919,NA,1月1日,483,Individual,Thomas Woodrow Wilson,1856-12-28,"Staunton, VA",United States,Male,NA,NA,NA,1924/2/3,"Washington, DC",United States of America,38.1593,-79.0611,63
1919,Physics,The Nobel Prize in Physics 1919,"""for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields""",1月1日,24,Individual,Johannes Stark,1874-04-15,Schickenhof,Germany,Male,Greifswald University,Greifswald,Germany,1957/6/21,Traunstein,West Germany (Germany),49.5306,10.2553,45
1920,Chemistry,The Nobel Prize in Chemistry 1920,"""in recognition of his work in thermochemistry""",1月1日,178,Individual,Walther Hermann Nernst,1864-06-25,Briesen,Prussia (Germany),Male,Berlin University,Berlin,Germany,1941/11/18,Muskau,Germany,52.5792,14.2403,56
1920,Literature,The Nobel Prize in Literature 1920,"""for his monumental work, <I>Growth of the Soil</I>""",1月1日,589,Individual,Knut Pedersen Hamsun,1859-08-04,Lom,Norway,Male,NA,NA,NA,1952/2/19,Grimstad,Norway,61.8333,8.5667,61
1920,Medicine,The Nobel Prize in Physiology or Medicine 1920,"""for his discovery of the capillary motor regulating mechanism""",1月1日,310,Individual,Schack August Steenberg Krogh,1874-11-15,Grenå,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1949/9/13,Copenhagen,Denmark,56.4156,10.8788,46
1920,Peace,The Nobel Peace Prize 1920,NA,1月1日,484,Individual,Léon Victor Auguste Bourgeois,1851-05-21,Paris,France,Male,NA,NA,NA,1925/9/29,Épernay,France,48.8567,2.3522,69
1920,Physics,The Nobel Prize in Physics 1920,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",1月1日,25,Individual,Charles Edouard Guillaume,1861-02-15,Fleurier,Switzerland,Male,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France,1938/6/13,Sèvres,France,46.9035,6.5922,59
1921,Chemistry,The Nobel Prize in Chemistry 1921,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",1月1日,179,Individual,Frederick Soddy,1877-09-02,Eastbourne,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1956/9/22,Brighton,United Kingdom,50.77,0.28,44
1921,Literature,The Nobel Prize in Literature 1921,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",1月1日,590,Individual,Anatole France,1844-04-16,Paris,France,Male,NA,NA,NA,1924/10/12,Saint-Cyr-sur-Loire,France,48.8567,2.3522,77
1921,Peace,The Nobel Peace Prize 1921,NA,1月2日,485,Individual,Karl Hjalmar Branting,1860-11-23,Stockholm,Sweden,Male,NA,NA,NA,1925/2/24,Stockholm,Sweden,59.3294,18.0686,61
1921,Peace,The Nobel Peace Prize 1921,NA,1月2日,486,Individual,Christian Lous Lange,1869-09-17,Stavanger,Norway,Male,NA,NA,NA,1938/12/11,Oslo,Norway,58.97,5.7314,52
1921,Physics,The Nobel Prize in Physics 1921,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",1月1日,26,Individual,Albert Einstein,1879-03-14,Ulm,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,1955/4/18,"Princeton, NJ",United States of America,48.4,9.9833,42
1922,Chemistry,The Nobel Prize in Chemistry 1922,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",1月1日,180,Individual,Francis William Aston,1877-09-01,Harborne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1945/11/20,Cambridge,United Kingdom,52.46,-1.95,45
1922,Literature,The Nobel Prize in Literature 1922,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1月1日,592,Individual,Jacinto Benavente,1866-08-12,Madrid,Spain,Male,NA,NA,NA,1954/7/14,Madrid,Spain,40.4169,-3.7033,56
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery relating to the production of heat in the muscle""",1月2日,311,Individual,Archibald Vivian Hill,1886-09-26,Bristol,United Kingdom,Male,London University,London,United Kingdom,1977/6/3,Cambridge,United Kingdom,51.4536,-2.5975,36
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",1月2日,312,Individual,Otto Fritz Meyerhof,1884-04-12,Hanover,Germany,Male,Kiel University,Kiel,Germany,1951/10/6,"Philadelphia, PA",United States of America,52.3759,9.732,38
1922,Peace,The Nobel Peace Prize 1922,NA,1月1日,487,Individual,Fridtjof Nansen,1861-10-10,Kristiania (Oslo),Norway,Male,NA,NA,NA,1930/5/13,Oslo,Norway,59.9133,10.7389,61
1922,Physics,The Nobel Prize in Physics 1922,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1月1日,27,Individual,Niels Henrik David Bohr,1885-10-07,Copenhagen,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1962/11/18,Copenhagen,Denmark,55.6761,12.5683,37
1923,Chemistry,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",1月1日,181,Individual,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,1930/12/13,Graz,Austria,46.0514,14.5061,54
1923,Literature,The Nobel Prize in Literature 1923,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1月1日,593,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,Male,NA,NA,NA,1939/1/28,Roquebrune-Cap-Martin,France,53.35,-6.2603,58
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1月2日,313,Individual,Frederick Grant Banting,1891-11-14,Alliston,Canada,Male,University of Toronto,Toronto,Canada,1941/2/21,Newfoundland,Canada,44.1514,-79.8687,32
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1月2日,314,Individual,John James Rickard Macleod,1876-09-06,Cluny,Scotland,Male,University of Toronto,Toronto,Canada,1935/3/16,Aberdeen,Scotland,55.6147,-2.8109,47
1923,Physics,The Nobel Prize in Physics 1923,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1月1日,28,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1953/12/19,"San Marino, CA",United States of America,41.8098,-89.9651,55
1924,Literature,The Nobel Prize in Literature 1924,"""for his great national epic, <I>The Peasants</I>""",1月1日,594,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Male,NA,NA,NA,1925/12/5,Warsaw,Poland,51.3744,19.9344,57
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,"""for his discovery of the mechanism of the electrocardiogram""",1月1日,315,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Male,Leiden University,Leiden,Netherlands,1927/9/29,Leiden,Netherlands,-6.9667,110.4167,64
1924,Physics,The Nobel Prize in Physics 1924,"""for his discoveries and research in the field of X-ray spectroscopy""",1月1日,29,Individual,Karl Manne Georg Siegbahn,1886-12-03,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,1978/9/26,Ängelholm,Sweden,55.7028025,13.1927347,38
1925,Chemistry,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1月1日,182,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Male,Goettingen University,Göttingen,Germany,1929/9/24,Göttingen,Germany,48.2083,16.3725,60
1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1月1日,596,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Male,NA,NA,NA,1950/11/2,Ayot St. Lawrence,United Kingdom,53.35,-6.2603,69
1925,Peace,The Nobel Peace Prize 1925,NA,1月2日,488,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,Male,NA,NA,NA,1937/3/16,London,United Kingdom,52.48,-1.9025,62
1925,Peace,The Nobel Peace Prize 1925,NA,1月2日,489,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States,Male,NA,NA,NA,1951/4/23,"Evanston, IL",United States of America,33.9533,-84.5422,60
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1月2日,30,Individual,James Franck,1882-08-26,Hamburg,Germany,Male,Goettingen University,Göttingen,Germany,1964/5/21,Göttingen,West Germany (Germany),53.55,10,43
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1月2日,31,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Male,Halle University,Halle,Germany,1975/10/30,Berlin,East Germany,53.55,10,38
1926,Chemistry,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",1月1日,183,Individual,The (Theodor) Svedberg,1884-08-30,Fleräng,Sweden,Male,Uppsala University,Uppsala,Sweden,1971/2/25,Örebro,Sweden,59.5296,15.9972,42
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1月1日,597,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Female,NA,NA,NA,1936/8/15,Rome,Italy,40.3167,9.3333,55
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,"""for his discovery of the Spiroptera carcinoma""",1月1日,316,Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1928/1/30,Copenhagen,Denmark,56.1833,9.5517,59
1926,Peace,The Nobel Peace Prize 1926,NA,1月2日,490,Individual,Aristide Briand,1862-03-28,Nantes,France,Male,NA,NA,NA,1932/3/7,Paris,France,47.2181,-1.5528,64
1926,Peace,The Nobel Peace Prize 1926,NA,1月2日,491,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Male,NA,NA,NA,1929/10/3,Berlin,Germany,52.52,13.405,48
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1月1日,32,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,Male,Sorbonne University,Paris,France,1942/4/17,"New York, NY",United States of America,50.6278,3.0583,56
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",1月1日,184,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Male,Munich University,Munich,Germany,1957/8/5,Munich,West Germany (Germany),48.895,8.705,50
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1月1日,600,Individual,Henri Bergson,1859-10-18,Paris,France,Male,NA,NA,NA,1941/1/4,Paris,France,48.8567,2.3522,68
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1月1日,317,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Male,Vienna University,Vienna,Austria,1940/9/27,Vienna,Austria,48.15,14.0167,70
1927,Peace,The Nobel Peace Prize 1927,NA,1月2日,492,Individual,Ferdinand Buisson,1841-12-20,Paris,France,Male,NA,NA,NA,1932/2/16,Thieuloy-Saint-Antoine,France,48.8567,2.3522,86
1927,Peace,The Nobel Peace Prize 1927,NA,1月2日,493,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Male,NA,NA,NA,1941/3/4,Geneva,Switzerland,53.0833,8.8,69
1927,Physics,The Nobel Prize in Physics 1927,"""for his discovery of the effect named after him""",1月2日,33,Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",United States,Male,University of Chicago,"Chicago, IL",United States of America,1962/3/15,"Berkeley, CA",United States of America,40.8172,-81.9336,35
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1月2日,34,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1959/11/15,Carlops,Scotland,55.8467,-3.2189,58
1928,Chemistry,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1月1日,185,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Male,Goettingen University,Göttingen,Germany,1959/6/9,Göttingen,West Germany (Germany),52.52,13.405,52
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1月1日,601,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Female,NA,NA,NA,1949/6/10,Lillehammer,Norway,55.6814,11.085,46
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,"""for his work on typhus""",1月1日,318,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,Male,Institut Pasteur,Tunis,NA,1936/2/28,Tunis,Tunisia,49.4428,1.0886,62
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1月1日,35,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,1959/2/15,Alton,United Kingdom,53.691,-1.633,49
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1月2日,186,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,Male,London University,London,United Kingdom,1940/6/17,Bourne,United Kingdom,53.4794,-2.2453,64
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1月2日,187,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Male,Stockholm University,Stockholm,Sweden,1964/11/6,Stockholm,Sweden,48.3689,10.8978,56
